City Name,Year,Light Gini,Income Gini
Kansas City city,2017,0.7755759338765986,0.4762
Kansas City city,2018,0.7685444068186851,0.4775
Kansas City city,2019,0.7713664193073081,0.4734
Kansas City city,2020,0.7799424529697538,0.4717
Kansas City city,2021,,0.4686
Laredo city,2014,0.8411457247237002,0.476
Laredo city,2015,0.8395478102625801,0.4766
Laredo city,2016,0.8505702980974179,0.4892
Laredo city,2017,0.8418494427285463,0.4901
Laredo city,2018,0.8511526631232063,0.4855
Laredo city,2019,0.8495447717694474,0.4764
Laredo city,2020,0.8331904301924947,0.4594
Laredo city,2021,,0.4558
Las Vegas city,2014,0.8667153291251388,0.4564
Las Vegas city,2015,0.8638782419503969,0.4614
Las Vegas city,2016,0.8637474874507824,0.463
Las Vegas city,2017,0.8621911336579505,0.4681
Las Vegas city,2018,0.8554404635146313,0.4785
Las Vegas city,2019,0.8696044978673092,0.4862
Las Vegas city,2020,0.8745992737539636,0.4836
Las Vegas city,2021,,0.4864
Lexington-Fayette urban county,2014,0.7809167771364787,0.4929
Lexington-Fayette urban county,2015,0.7943588081549369,0.4986
Lexington-Fayette urban county,2016,0.7877584129187021,0.4962
Lexington-Fayette urban county,2017,0.7848102328504831,0.4972
Lexington-Fayette urban county,2018,0.7791257584924471,0.4947
Lexington-Fayette urban county,2019,0.7844606097363481,0.4926
Lexington-Fayette urban county,2020,0.8023209517408907,0.4904
Lexington-Fayette urban county,2021,,0.4912
Lincoln city,2014,0.8175020238550599,0.4452
Lincoln city,2015,0.8328116626311242,0.4477
Lincoln city,2016,0.8102041354087219,0.4477
Lincoln city,2017,0.8355076908796847,0.4475
Lincoln city,2018,0.8383835018793322,0.4428
Lincoln city,2019,0.8265944483539143,0.4461
Lincoln city,2020,0.8330951868433258,0.4449
Lincoln city,2021,,0.4455
Long Beach city,2014,0.8954318185658695,0.4739
Long Beach city,2015,0.9092999363427297,0.4765
Long Beach city,2016,0.8965415234592418,0.4726
Long Beach city,2017,0.904083788986462,0.4729
Long Beach city,2018,0.8960266298514866,0.4729
Long Beach city,2019,0.9030551789050504,0.4685
Long Beach city,2020,0.9102271782737804,0.4625
Long Beach city,2021,,0.4603
Los Angeles city,2014,0.8453359922802721,0.5304
Los Angeles city,2015,0.8472437136879979,0.5313
Los Angeles city,2016,0.8496936874680232,0.5322
Los Angeles city,2017,0.8450317915815793,0.5318
Los Angeles city,2018,0.8455885788009047,0.5298
Los Angeles city,2019,0.8365231930988228,0.5276
Los Angeles city,2020,0.8476966782881302,0.5262
Los Angeles city,2021,,0.5246
Louisville-Jefferson County metro government (balance),2014,0.7691401032187517,0.4871
Louisville-Jefferson County metro government (balance),2015,0.7785404220287966,0.4861
Louisville-Jefferson County metro government (balance),2016,0.7760400555244669,0.4847
Louisville-Jefferson County metro government (balance),2017,0.7813995178221229,0.4833
Louisville-Jefferson County metro government (balance),2018,0.7823574941994711,0.4773
Louisville-Jefferson County metro government (balance),2019,0.7869687737170401,0.4754
Louisville-Jefferson County metro government (balance),2020,0.7883767346086278,0.4729
Louisville/Jefferson County metro government (balance),2021,,0.4741
Lubbock city,2014,0.785419911467198,0.4859
Lubbock city,2015,0.7537056290355248,0.483
Lubbock city,2016,0.7616529598263089,0.4798
Lubbock city,2017,0.7634072525139417,0.4845
Lubbock city,2018,0.7704575321183178,0.4885
Lubbock city,2019,0.7761317152653129,0.4833
Lubbock city,2020,0.7752787407400652,0.488
Lubbock city,2021,,0.492
Madison city,2014,0.8317058467154443,0.4659
Madison city,2015,0.8506643110502032,0.4655
Madison city,2016,0.8390282975517729,0.4666
Madison city,2017,0.8488451917496466,0.465
Madison city,2018,0.8339775762625459,0.4621
Madison city,2019,0.8545509030453712,0.4624
Madison city,2020,0.8546087299320617,0.4588
Madison city,2021,,0.4693
Memphis city,2014,0.8243981848543743,0.5091
Memphis city,2015,0.8258639912920257,0.5136
Memphis city,2016,0.8248443524719512,0.5178
Memphis city,2017,0.8267652262582437,0.5203
Memphis city,2018,0.8203978778196028,0.5198
Memphis city,2019,0.8257482295524856,0.5202
Memphis city,2020,0.8379006623155207,0.5267
Memphis city,2021,,0.5282
Mesa city,2014,0.8344587317453794,0.4355
Mesa city,2015,0.8328890843979049,0.4399
Mesa city,2016,0.8342179195756627,0.4448
Mesa city,2017,0.8458363955510154,0.4457
Mesa city,2018,0.8444940035910464,0.4483
Mesa city,2019,0.8391292977097681,0.4469
Mesa city,2020,0.8446141736017326,0.4381
Mesa city,2021,,0.4338
Miami city,2014,0.8705078793668087,0.5568
Miami city,2015,0.8192061504691923,0.5608
Miami city,2016,0.8068595382169247,0.5667
Miami city,2017,0.8190696481676136,0.5656
Miami city,2018,0.8824423882561617,0.5659
Miami city,2019,0.8270894356777106,0.566
Miami city,2020,0.9158369474979684,0.5606
Miami city,2021,,0.5567
Milwaukee city,2014,0.8484673362424879,0.4652
Milwaukee city,2015,0.8449575660242972,0.4699
Milwaukee city,2016,0.8456992592437768,0.4743
Milwaukee city,2017,0.8415349476888077,0.4759
Milwaukee city,2018,0.8488014001732076,0.4785
Milwaukee city,2019,0.8419366431026081,0.4741
Milwaukee city,2020,0.8460338438720854,0.4778
Milwaukee city,2021,,0.471
Minneapolis city,2014,0.8270596307548435,0.5088
Minneapolis city,2015,0.8338835191433073,0.5071
Minneapolis city,2016,0.8279875791752964,0.5058
Minneapolis city,2017,0.8266548750273994,0.5063
Minneapolis city,2018,0.8258374802932738,0.5061
Minneapolis city,2019,0.8356192518821998,0.4986
Minneapolis city,2020,0.8516683221874815,0.4922
Minneapolis city,2021,,0.4937
Nashville-Davidson metropolitan government (balance),2014,0.7804709098861686,0.477
Nashville-Davidson metropolitan government (balance),2015,0.7889843641721745,0.4742
Nashville-Davidson metropolitan government (balance),2016,0.7916723133324917,0.4715
Nashville-Davidson metropolitan government (balance),2017,0.7960139258997571,0.4705
Nashville-Davidson metropolitan government (balance),2018,0.7824788596814742,0.4723
Nashville-Davidson metropolitan government (balance),2019,0.7847760671867281,0.4706
Nashville-Davidson metropolitan government (balance),2020,0.8099530059242024,0.4693
Nashville-Davidson metropolitan government (balance),2021,,0.4771
New Orleans city,2014,0.7829290539266287,0.5618
New Orleans city,2015,0.7942268417054694,0.5686
New Orleans city,2016,0.7922671997798317,0.5702
New Orleans city,2017,0.8018650195810335,0.5686
New Orleans city,2018,0.8040185455732267,0.5706
New Orleans city,2019,0.8098056563289387,0.5696
New Orleans city,2020,0.7932322689675273,0.5655
New Orleans city,2021,,0.5638
New York city,2014,0.9168858585741242,0.5425
New York city,2015,0.91921435693696,0.5465
New York city,2016,0.9187293184564796,0.5468
New York city,2017,0.919422174315512,0.5496
New York city,2018,0.9206448700708028,0.5499
New York city,2019,0.9237816330317766,0.5492
New York city,2020,0.9249499714229314,0.547
New York city,2021,,0.5484
Newark city,2014,0.8957337682402928,0.4677
Newark city,2015,0.889178141672106,0.4764
Newark city,2016,0.8957585274697341,0.4812
Newark city,2017,0.8966683388119097,0.4889
Newark city,2018,0.9256187600893412,0.4951
Newark city,2019,0.9267246164828628,0.5032
Newark city,2020,0.8784508012743315,0.496
Newark city,2021,,0.4953
Norfolk city,2014,0.8358389000474368,0.469
Norfolk city,2015,0.8500108735093588,0.4779
Norfolk city,2016,0.83367130298639,0.4854
Norfolk city,2017,0.8387751491146974,0.4866
Norfolk city,2018,0.8252289726987082,0.4957
Norfolk city,2019,0.8355625957756518,0.491
Norfolk city,2020,0.8490768465745924,0.4832
Norfolk city,2021,,0.4759
North Las Vegas city,2014,0.8308952830472667,0.4089
North Las Vegas city,2015,0.8591638438891658,0.4057
North Las Vegas city,2016,0.8320454747985035,0.3987
North Las Vegas city,2017,0.8302921857700369,0.3913
North Las Vegas city,2018,0.8759749590880924,0.3979
North Las Vegas city,2019,0.8546938922988921,0.3942
North Las Vegas city,2020,0.8810760458225929,0.3911
North Las Vegas city,2021,,0.3976
Oakland city,2014,0.8718202789345911,0.5168
Oakland city,2015,0.8750114491807721,0.5156
Oakland city,2016,0.8801225400730658,0.5154
Oakland city,2017,0.874826796014015,0.511
Oakland city,2018,0.8792532866344971,0.5135
Oakland city,2019,0.8835272132598573,0.5113
Oakland city,2020,0.8915516236630588,0.5059
Oakland city,2021,,0.5035
Oklahoma City city,2014,0.7831800060725829,0.4728
Oklahoma City city,2015,0.7829637352043959,0.4736
Oklahoma City city,2016,0.7852765439552107,0.4717
Oklahoma City city,2017,0.7799521898985341,0.4709
Oklahoma City city,2018,0.7820412727360068,0.4717
Oklahoma City city,2019,0.7831675424375093,0.4734
Oklahoma City city,2020,0.8236079749383134,0.4697
Oklahoma City city,2021,,0.4652
Omaha city,2014,0.8005050715306482,0.4664
Omaha city,2015,0.8090817790444985,0.4721
Omaha city,2016,0.8187947289642298,0.4705
Omaha city,2017,0.8296426455349941,0.4698
Omaha city,2018,0.8247664999611828,0.4713
Omaha city,2019,0.8287479478069846,0.4719
Omaha city,2020,0.8359216958772497,0.4689
Omaha city,2021,,0.4721
Orlando city,2014,0.8570922936575045,0.4781
Orlando city,2015,0.8589064772420747,0.4794
Orlando city,2016,0.856351037970846,0.4827
Orlando city,2017,0.8534546679976847,0.489
Orlando city,2018,0.8577808163899135,0.495
Orlando city,2019,0.8566954628512995,0.4977
Orlando city,2020,0.8628935599294615,0.4944
Orlando city,2021,,0.5031
Philadelphia city,2014,0.8282829456833378,0.5104
Philadelphia city,2015,0.8495965709429578,0.5102
Philadelphia city,2016,0.8347032066175805,0.5116
Philadelphia city,2017,0.8465263365601128,0.5215
Philadelphia city,2018,0.8452743765892059,0.5155
Philadelphia city,2019,0.8333822233464517,0.5182
Philadelphia city,2020,0.8678291589532466,0.517
Philadelphia city,2021,,0.5178
Phoenix city,2014,0.8412410713295697,0.4767
Phoenix city,2015,0.8364797422558432,0.4774
Phoenix city,2016,0.8426018041641086,0.48
Phoenix city,2017,0.8483799668125882,0.4772
Phoenix city,2018,0.8484720981059313,0.4737
Phoenix city,2019,0.8410915465105573,0.4713
Phoenix city,2020,0.8553780796366399,0.471
Phoenix city,2021,,0.4659
Pittsburgh city,2014,0.8283714447854056,0.5225
Pittsburgh city,2015,0.8328075065035491,0.5265
Pittsburgh city,2016,0.8346079065654237,0.5235
Pittsburgh city,2017,0.8472069765789337,0.5207
Pittsburgh city,2018,0.8472674452431418,0.5215
Pittsburgh city,2019,0.8445970733689051,0.5203
Pittsburgh city,2020,0.8468535567908728,0.5135
Pittsburgh city,2021,,0.5177
Plano city,2014,0.8841208333090392,0.4463
Plano city,2015,0.8869807057526854,0.4459
Plano city,2016,0.8872315484443655,0.4501
Plano city,2017,0.8932968589265107,0.4456
Plano city,2018,0.9156626169743968,0.4457
Plano city,2019,0.9163614259328916,0.4459
Plano city,2020,0.9246165449136862,0.4493
Plano city,2021,,0.4507
Portland city,2014,0.8811713077176142,0.4883
Portland city,2015,0.8838381094721303,0.4859
Portland city,2016,0.8905173742543357,0.4854
Portland city,2017,0.8852191922460099,0.483
Portland city,2018,0.8856533446670163,0.4791
Portland city,2019,0.8848577975161751,0.4726
Portland city,2020,0.8805312047441551,0.473
Portland city,2021,,0.4733
Raleigh city,2014,0.8121421435682386,0.4674
Raleigh city,2015,0.8172520801278992,0.4697
Raleigh city,2016,0.8176944443352974,0.4718
Raleigh city,2017,0.814525281423468,0.467
Raleigh city,2018,0.8189041900192084,0.4697
Raleigh city,2019,0.8295609148608887,0.4666
Raleigh city,2020,0.8385934184734373,0.4682
Raleigh city,2021,,0.4715
Reno city,2014,0.8388986058493739,0.4725
Reno city,2015,0.8523958923444942,0.4684
Reno city,2016,0.8444418939010223,0.4725
Reno city,2017,0.8538176890445646,0.4661
Reno city,2018,0.8567894185095497,0.4592
Reno city,2019,0.8537721639461582,0.4661
Reno city,2020,0.8414060678738808,0.4658
Reno city,2021,,0.4683
Richmond city,2014,0.8087008694223179,0.5373
Richmond city,2015,0.8028261527237825,0.5401
Richmond city,2016,0.8180609127061108,0.5428
Richmond city,2017,0.8037374020412378,0.542
Richmond city,2018,0.8183356349040897,0.5381
Richmond city,2019,0.8216274753848495,0.5448
